,entity_id,score,label_value,race,sex,age_cat
6090,9282,1.0,0,Asian,Female,Less than 25
6091,9283,0.0,1,African-American,Male,25 - 45
6092,9284,0.0,0,Hispanic,Female,25 - 45
6093,9285,0.0,0,African-American,Female,Greater than 45
6094,9287,1.0,1,Hispanic,Male,Less than 25
6095,9288,0.0,0,Caucasian,Female,Less than 25
6096,9292,1.0,0,African-American,Male,25 - 45
6097,9293,1.0,1,African-American,Male,25 - 45
6098,9295,0.0,0,Hispanic,Male,25 - 45
6099,9296,1.0,1,African-American,Female,25 - 45
6100,9297,1.0,0,African-American,Male,Greater than 45
6101,9298,0.0,0,Hispanic,Male,25 - 45
6102,9299,0.0,1,Caucasian,Male,25 - 45
6103,9300,1.0,1,Caucasian,Male,Less than 25
6104,9303,1.0,0,African-American,Male,25 - 45
6105,9306,1.0,1,African-American,Male,Less than 25
6106,9307,1.0,1,Caucasian,Male,Greater than 45
6107,9308,0.0,1,African-American,Female,Greater than 45
6108,9309,0.0,0,African-American,Female,Greater than 45
6109,9310,0.0,0,Caucasian,Male,Greater than 45
6110,9311,1.0,0,Hispanic,Female,Greater than 45
6111,9318,1.0,1,African-American,Male,25 - 45
6112,9319,1.0,1,Caucasian,Male,25 - 45
6113,9320,0.0,0,African-American,Male,Greater than 45
6114,9322,1.0,1,African-American,Male,Less than 25
6115,9323,1.0,1,African-American,Male,Less than 25
6116,9324,1.0,1,Hispanic,Female,25 - 45
6117,9325,1.0,1,Hispanic,Male,Greater than 45
6118,9326,1.0,1,Caucasian,Male,25 - 45
6119,9327,1.0,1,African-American,Male,Less than 25
6120,9328,0.0,0,Hispanic,Female,25 - 45
6121,9332,1.0,0,Caucasian,Male,Less than 25
6122,9334,1.0,1,African-American,Male,Greater than 45
6123,9335,0.0,1,African-American,Male,Greater than 45
6124,9336,0.0,0,African-American,Male,25 - 45
6125,9337,1.0,0,Asian,Male,25 - 45
6126,9338,0.0,1,African-American,Female,25 - 45
6127,9339,0.0,1,Caucasian,Male,25 - 45
6128,9341,1.0,1,Hispanic,Male,Less than 25
6129,9343,1.0,0,African-American,Female,25 - 45
6130,9344,0.0,1,African-American,Female,Greater than 45
6131,9346,1.0,0,African-American,Female,25 - 45
6132,9348,1.0,0,African-American,Male,Less than 25
6133,9350,1.0,0,Caucasian,Male,25 - 45
6134,9351,1.0,0,African-American,Male,Greater than 45
6135,9352,1.0,0,Caucasian,Male,Less than 25
6136,9353,0.0,1,Caucasian,Male,25 - 45
6137,9354,0.0,0,Caucasian,Male,Less than 25
6138,9357,0.0,0,African-American,Male,25 - 45
6139,9358,1.0,1,Caucasian,Male,25 - 45
6140,9359,0.0,0,Caucasian,Male,25 - 45
6141,9363,1.0,1,African-American,Male,25 - 45
6142,9364,1.0,0,African-American,Male,Greater than 45
6143,9365,1.0,1,Hispanic,Male,Greater than 45
6144,9366,0.0,0,African-American,Male,Greater than 45
6145,9367,1.0,1,African-American,Female,25 - 45
6146,9369,0.0,0,Caucasian,Male,25 - 45
6147,9370,0.0,1,Caucasian,Male,Greater than 45
6148,9372,1.0,0,Caucasian,Male,Less than 25
6149,9375,1.0,1,African-American,Female,25 - 45
6150,9376,0.0,0,Asian,Male,25 - 45
6151,9377,0.0,0,Hispanic,Male,Greater than 45
6152,9378,1.0,1,Caucasian,Female,25 - 45
6153,9379,0.0,0,Asian,Female,25 - 45
6154,9380,0.0,0,Hispanic,Male,25 - 45
6155,9381,0.0,0,Caucasian,Male,25 - 45
6156,9383,1.0,0,Caucasian,Male,Greater than 45
6157,9385,0.0,1,African-American,Male,Greater than 45
6158,9386,0.0,1,African-American,Male,25 - 45
6159,9387,0.0,0,Hispanic,Male,25 - 45
6160,9388,0.0,0,Hispanic,Male,Greater than 45
6161,9392,1.0,0,Caucasian,Male,Greater than 45
6162,9393,1.0,1,Hispanic,Female,25 - 45
6163,9394,1.0,0,Caucasian,Male,25 - 45
6164,9397,0.0,1,Caucasian,Male,25 - 45
6165,9398,0.0,1,African-American,Male,Less than 25
6166,9399,0.0,1,Hispanic,Male,25 - 45
6167,9401,0.0,0,Caucasian,Male,Less than 25
6168,9402,1.0,1,African-American,Male,25 - 45
6169,9404,1.0,1,Caucasian,Male,25 - 45
6170,9405,1.0,1,African-American,Female,25 - 45
6171,9407,1.0,0,African-American,Male,25 - 45
6172,9408,0.0,1,Asian,Female,Greater than 45
6173,9412,0.0,0,African-American,Male,25 - 45
6174,9413,1.0,1,African-American,Male,25 - 45
6175,9414,0.0,1,Caucasian,Male,25 - 45
6176,9415,0.0,0,Hispanic,Male,Greater than 45
6177,9416,1.0,0,African-American,Male,25 - 45
6178,9417,1.0,1,Caucasian,Male,25 - 45
6179,9419,0.0,1,Hispanic,Male,Greater than 45
6180,9420,0.0,0,Caucasian,Male,25 - 45
6181,9425,0.0,0,Caucasian,Female,Greater than 45
6182,9428,0.0,0,African-American,Male,Greater than 45
6183,9429,0.0,1,Hispanic,Male,Less than 25
6184,9433,0.0,0,African-American,Female,25 - 45
6185,9434,0.0,0,African-American,Male,25 - 45
6186,9435,1.0,0,African-American,Male,Less than 25
6187,9436,1.0,1,African-American,Male,25 - 45
6188,9437,1.0,0,Hispanic,Male,Less than 25
6189,9438,1.0,0,Caucasian,Male,Greater than 45
6190,9439,1.0,1,African-American,Male,25 - 45
6191,9440,1.0,0,Caucasian,Male,Less than 25
6192,9441,1.0,1,Caucasian,Male,25 - 45
6193,9442,1.0,1,African-American,Male,25 - 45
6194,9443,1.0,1,Caucasian,Male,25 - 45
6195,9444,1.0,0,Caucasian,Female,25 - 45
6196,9446,1.0,0,African-American,Male,25 - 45
6197,9448,1.0,0,Caucasian,Male,Greater than 45
6198,9450,1.0,0,African-American,Female,Less than 25
6199,9451,1.0,1,African-American,Male,25 - 45
6200,9452,1.0,1,Caucasian,Male,25 - 45
6201,9458,0.0,1,African-American,Male,Less than 25
6202,9459,0.0,0,Hispanic,Male,Less than 25
6203,9460,0.0,0,Hispanic,Male,25 - 45
6204,9461,0.0,0,Hispanic,Male,25 - 45
6205,9462,1.0,1,Hispanic,Male,Greater than 45
6206,9463,0.0,0,Hispanic,Male,25 - 45
6207,9464,0.0,0,African-American,Male,Less than 25
6208,9465,0.0,0,African-American,Male,Greater than 45
6209,9467,1.0,1,African-American,Male,Less than 25
6210,9473,1.0,0,Caucasian,Male,25 - 45
6211,9475,0.0,0,Caucasian,Male,25 - 45
6212,9476,0.0,0,Caucasian,Female,25 - 45
6213,9479,0.0,0,African-American,Male,Greater than 45
6214,9483,1.0,1,Caucasian,Male,25 - 45
6215,9484,0.0,0,Caucasian,Female,25 - 45
6216,9486,1.0,1,African-American,Male,Less than 25
6217,9488,0.0,1,Hispanic,Male,Less than 25
6218,9491,1.0,0,Caucasian,Male,Less than 25
6219,9492,1.0,0,African-American,Male,25 - 45
6220,9493,1.0,0,African-American,Male,25 - 45
6221,9494,1.0,0,Asian,Male,25 - 45
6222,9495,1.0,1,Hispanic,Male,Less than 25
6223,9497,1.0,0,Caucasian,Female,25 - 45
6224,9499,1.0,1,African-American,Male,25 - 45
6225,9500,0.0,0,Caucasian,Male,25 - 45
6226,9501,0.0,0,Hispanic,Male,Greater than 45
6227,9504,1.0,0,African-American,Male,25 - 45
6228,9506,1.0,1,African-American,Male,Less than 25
6229,9509,1.0,1,African-American,Male,25 - 45
6230,9511,0.0,0,Hispanic,Male,25 - 45
6231,9512,1.0,0,Caucasian,Male,Greater than 45
6232,9513,0.0,0,African-American,Male,25 - 45
6233,9515,0.0,0,Asian,Male,25 - 45
6234,9516,0.0,0,African-American,Male,25 - 45
6235,9517,0.0,0,Caucasian,Female,Greater than 45
6236,9518,0.0,0,Hispanic,Female,25 - 45
6237,9519,1.0,1,Caucasian,Male,25 - 45
6238,9523,1.0,1,African-American,Male,25 - 45
6239,9524,1.0,0,Caucasian,Male,25 - 45
6240,9526,1.0,0,African-American,Female,Less than 25
6241,9527,0.0,0,African-American,Male,25 - 45
6242,9528,0.0,0,African-American,Male,Greater than 45
6243,9529,1.0,1,African-American,Female,25 - 45
6244,9530,0.0,0,Hispanic,Male,Greater than 45
6245,9531,1.0,1,Caucasian,Male,25 - 45
6246,9532,1.0,1,African-American,Female,Less than 25
6247,9534,1.0,1,African-American,Male,Greater than 45
6248,9535,1.0,0,Hispanic,Male,Less than 25
6249,9536,1.0,1,African-American,Female,25 - 45
6250,9537,0.0,0,Hispanic,Male,25 - 45
6251,9538,0.0,1,African-American,Male,Less than 25
6252,9539,1.0,0,Caucasian,Male,25 - 45
6253,9540,0.0,1,African-American,Male,25 - 45
6254,9541,1.0,1,African-American,Male,25 - 45
6255,9542,1.0,1,African-American,Male,Less than 25
6256,9544,1.0,1,Caucasian,Male,25 - 45
6257,9545,0.0,0,African-American,Male,Greater than 45
6258,9547,0.0,0,Hispanic,Male,25 - 45
6259,9548,0.0,0,African-American,Female,Greater than 45
6260,9550,1.0,1,African-American,Male,Greater than 45
6261,9552,1.0,1,Hispanic,Male,25 - 45
6262,9553,0.0,0,Hispanic,Male,Greater than 45
6263,9554,0.0,0,Caucasian,Male,25 - 45
6264,9556,0.0,0,Hispanic,Female,25 - 45
6265,9557,0.0,0,African-American,Male,25 - 45
6266,9560,1.0,1,Hispanic,Female,Less than 25
6267,9561,1.0,1,Caucasian,Male,25 - 45
6268,9562,0.0,0,African-American,Female,25 - 45
6269,9563,1.0,0,Caucasian,Male,Less than 25
6270,9566,1.0,1,Caucasian,Male,Less than 25
6271,9567,0.0,0,Caucasian,Female,25 - 45
6272,9568,1.0,1,African-American,Male,25 - 45
6273,9569,0.0,0,Hispanic,Male,25 - 45
6274,9570,0.0,1,African-American,Male,Less than 25
6275,9574,1.0,0,African-American,Male,25 - 45
6276,9576,0.0,0,African-American,Female,Greater than 45
6277,9577,0.0,0,African-American,Male,Greater than 45
6278,9578,1.0,0,Caucasian,Male,25 - 45
6279,9579,0.0,0,Caucasian,Male,25 - 45
6280,9581,0.0,0,African-American,Female,Less than 25
6281,9584,1.0,1,Caucasian,Female,Greater than 45
6282,9586,1.0,1,African-American,Female,Less than 25
6283,9588,0.0,0,African-American,Male,Greater than 45
6284,9589,1.0,0,African-American,Male,Greater than 45
6285,9591,1.0,1,African-American,Male,Less than 25
6286,9592,0.0,0,Hispanic,Male,25 - 45
6287,9593,0.0,0,Caucasian,Female,Greater than 45
6288,9596,1.0,1,African-American,Male,25 - 45
6289,9597,0.0,0,African-American,Male,Less than 25
6290,9600,0.0,1,Caucasian,Male,25 - 45
6291,9601,0.0,1,Hispanic,Female,25 - 45
6292,9603,0.0,1,African-American,Female,25 - 45
6293,9604,1.0,1,African-American,Male,Less than 25
6294,9606,1.0,1,Hispanic,Female,25 - 45
6295,9608,1.0,0,Caucasian,Female,Less than 25
6296,9609,1.0,1,Hispanic,Female,25 - 45
6297,9612,0.0,1,Caucasian,Male,25 - 45
6298,9613,0.0,1,Caucasian,Male,Greater than 45
6299,9616,1.0,0,African-American,Male,25 - 45
6300,9617,0.0,1,African-American,Male,25 - 45
6301,9618,1.0,0,African-American,Male,25 - 45
6302,9619,1.0,1,Caucasian,Male,Greater than 45
6303,9620,1.0,1,Hispanic,Male,Less than 25
6304,9621,0.0,0,Caucasian,Male,Greater than 45
6305,9624,0.0,0,African-American,Male,25 - 45
6306,9625,0.0,1,African-American,Male,25 - 45
6307,9626,1.0,1,Caucasian,Male,25 - 45
6308,9627,0.0,1,African-American,Female,25 - 45
6309,9628,1.0,1,Asian,Female,Less than 25
6310,9629,1.0,0,Hispanic,Male,Less than 25
6311,9630,0.0,0,Caucasian,Male,25 - 45
6312,9631,0.0,0,Caucasian,Female,Less than 25
6313,9632,0.0,0,Caucasian,Male,Greater than 45
6314,9633,1.0,0,Hispanic,Male,25 - 45
6315,9634,0.0,0,Hispanic,Male,Less than 25
6316,9635,0.0,0,Hispanic,Female,25 - 45
6317,9636,1.0,1,African-American,Male,25 - 45
6318,9640,1.0,1,African-American,Male,25 - 45
6319,9641,0.0,0,Caucasian,Male,Greater than 45
6320,9643,0.0,0,Asian,Male,25 - 45
6321,9644,1.0,0,Caucasian,Male,Less than 25
6322,9645,0.0,0,Hispanic,Male,25 - 45
6323,9646,1.0,1,Caucasian,Female,25 - 45
6324,9648,0.0,0,Caucasian,Male,Greater than 45
6325,9651,0.0,0,Hispanic,Male,25 - 45
6326,9653,1.0,0,Caucasian,Male,Less than 25
6327,9654,0.0,1,Caucasian,Male,Greater than 45
6328,9655,0.0,1,Hispanic,Male,25 - 45
6329,9656,0.0,1,African-American,Male,25 - 45
6330,9658,1.0,0,African-American,Male,25 - 45
6331,9659,0.0,0,African-American,Male,25 - 45
6332,9662,0.0,0,Caucasian,Male,Greater than 45
6333,9663,0.0,0,African-American,Female,25 - 45
6334,9664,0.0,1,Caucasian,Female,25 - 45
6335,9666,1.0,0,African-American,Male,Less than 25
6336,9667,0.0,1,Caucasian,Male,Less than 25
6337,9668,0.0,0,African-American,Male,25 - 45
6338,9669,0.0,0,African-American,Male,25 - 45
6339,9670,0.0,0,Hispanic,Male,Less than 25
6340,9672,1.0,0,Caucasian,Male,Greater than 45
6341,9674,1.0,1,Caucasian,Male,Less than 25
6342,9676,1.0,0,African-American,Male,25 - 45
6343,9677,0.0,0,African-American,Male,25 - 45
6344,9681,1.0,1,African-American,Male,Less than 25
6345,9685,1.0,1,African-American,Male,Less than 25
6346,9686,0.0,0,Caucasian,Male,Less than 25
6347,9687,1.0,0,African-American,Male,25 - 45
6348,9689,0.0,0,African-American,Male,25 - 45
6349,9690,0.0,0,African-American,Female,25 - 45
6350,9691,1.0,0,Hispanic,Male,25 - 45
6351,9693,0.0,0,Hispanic,Male,25 - 45
6352,9695,0.0,0,Caucasian,Male,25 - 45
6353,9698,1.0,1,Caucasian,Male,Less than 25
6354,9699,0.0,0,Asian,Male,25 - 45
6355,9703,0.0,1,African-American,Female,25 - 45
6356,9704,0.0,0,African-American,Male,Less than 25
6357,9706,1.0,0,African-American,Male,Less than 25
6358,9707,1.0,1,African-American,Female,25 - 45
6359,9708,0.0,1,African-American,Male,25 - 45
6360,9709,1.0,0,African-American,Male,Less than 25
6361,9710,1.0,1,African-American,Male,25 - 45
6362,9712,0.0,1,Caucasian,Male,25 - 45
6363,9713,0.0,0,Caucasian,Male,25 - 45
6364,9714,1.0,1,African-American,Male,Less than 25
6365,9715,0.0,0,Hispanic,Male,25 - 45
6366,9717,0.0,0,Hispanic,Female,Greater than 45
6367,9720,0.0,1,Caucasian,Male,25 - 45
6368,9722,1.0,1,Caucasian,Male,Less than 25
6369,9723,0.0,0,African-American,Male,Less than 25
6370,9724,0.0,0,African-American,Female,Greater than 45
6371,9725,0.0,0,African-American,Male,Greater than 45
6372,9727,1.0,1,Caucasian,Male,25 - 45
6373,9729,1.0,1,African-American,Female,25 - 45
6374,9730,0.0,0,Caucasian,Male,25 - 45
6375,9731,0.0,0,Caucasian,Female,Less than 25
6376,9732,1.0,1,Caucasian,Male,Less than 25
6377,9733,0.0,1,African-American,Male,Less than 25
6378,9734,0.0,0,Caucasian,Male,Less than 25
6379,9735,0.0,0,Hispanic,Male,Greater than 45
6380,9737,0.0,0,Hispanic,Male,Greater than 45
6381,9738,1.0,0,African-American,Female,25 - 45
6382,9739,1.0,1,African-American,Male,Greater than 45
6383,9740,1.0,1,African-American,Male,Less than 25
6384,9741,1.0,1,African-American,Male,Less than 25
6385,9743,1.0,0,African-American,Female,25 - 45
6386,9745,1.0,1,African-American,Male,Less than 25
6387,9746,1.0,0,Hispanic,Male,Less than 25
6388,9747,0.0,1,African-American,Male,25 - 45
6389,9748,1.0,1,African-American,Male,25 - 45
6390,9749,1.0,1,Caucasian,Male,Greater than 45
6391,9750,0.0,0,African-American,Male,Less than 25
6392,9752,0.0,1,African-American,Female,Less than 25
6393,9753,0.0,0,Asian,Male,25 - 45
6394,9754,0.0,1,Caucasian,Male,25 - 45
6395,9755,1.0,1,African-American,Male,25 - 45
6396,9756,0.0,1,African-American,Male,25 - 45
6397,9758,0.0,1,Caucasian,Male,25 - 45
6398,9759,1.0,0,Caucasian,Male,Greater than 45
6399,9767,0.0,0,Hispanic,Male,25 - 45
6400,9771,0.0,0,African-American,Male,25 - 45
6401,9773,1.0,1,African-American,Male,Less than 25
6402,9774,0.0,1,Caucasian,Male,Greater than 45
6403,9776,0.0,0,Caucasian,Male,Greater than 45
6404,9777,0.0,1,African-American,Male,25 - 45
6405,9778,1.0,0,African-American,Male,25 - 45
6406,9780,1.0,1,African-American,Female,25 - 45
6407,9781,1.0,1,African-American,Male,Less than 25
6408,9782,1.0,0,African-American,Male,25 - 45
6409,9783,0.0,1,African-American,Male,Less than 25
6410,9784,0.0,0,African-American,Male,25 - 45
6411,9785,0.0,0,Asian,Male,Greater than 45
6412,9786,1.0,1,African-American,Male,25 - 45
6413,9787,1.0,1,African-American,Female,Less than 25
6414,9788,1.0,0,Caucasian,Male,Greater than 45
6415,9789,0.0,0,African-American,Male,Greater than 45
6416,9790,0.0,1,Caucasian,Male,25 - 45
6417,9791,1.0,0,Caucasian,Male,Greater than 45
6418,9793,0.0,1,Caucasian,Male,Greater than 45
6419,9795,0.0,0,Hispanic,Female,Less than 25
6420,9796,0.0,1,African-American,Male,Greater than 45
6421,9797,0.0,1,Asian,Male,25 - 45
6422,9798,1.0,0,African-American,Male,25 - 45
6423,9799,1.0,1,African-American,Male,25 - 45
6424,9800,0.0,0,Caucasian,Male,25 - 45
6425,9801,1.0,0,Hispanic,Male,25 - 45
6426,9802,0.0,0,Caucasian,Male,25 - 45
6427,9804,0.0,1,Hispanic,Female,Greater than 45
6428,9805,1.0,1,African-American,Male,25 - 45
6429,9806,0.0,0,African-American,Female,Greater than 45
6430,9808,1.0,0,Hispanic,Male,Greater than 45
6431,9809,0.0,1,Hispanic,Male,Less than 25
6432,9810,1.0,0,Hispanic,Male,25 - 45
6433,9811,1.0,1,African-American,Female,25 - 45
6434,9814,1.0,1,African-American,Male,25 - 45
6435,9815,0.0,1,African-American,Female,25 - 45
6436,9817,1.0,1,African-American,Male,25 - 45
6437,9818,1.0,1,Caucasian,Male,Greater than 45
6438,9820,0.0,0,Caucasian,Male,25 - 45
6439,9822,0.0,1,Hispanic,Male,25 - 45
6440,9823,1.0,0,African-American,Male,Greater than 45
6441,9824,0.0,0,Hispanic,Male,Greater than 45
6442,9826,1.0,1,African-American,Male,25 - 45
6443,9827,0.0,0,Hispanic,Male,25 - 45
6444,9830,0.0,0,Caucasian,Male,Greater than 45
6445,9831,0.0,1,Hispanic,Male,25 - 45
6446,9832,0.0,1,Caucasian,Male,25 - 45
6447,9833,0.0,0,Caucasian,Male,Greater than 45
6448,9834,1.0,0,African-American,Male,25 - 45
6449,9835,0.0,0,African-American,Female,Greater than 45
6450,9837,1.0,0,Caucasian,Male,Less than 25
6451,9838,0.0,0,Caucasian,Male,Greater than 45
6452,9840,0.0,0,African-American,Female,25 - 45
6453,9842,0.0,0,African-American,Female,Greater than 45
6454,9843,1.0,1,Caucasian,Male,25 - 45
6455,9844,0.0,1,Caucasian,Male,Greater than 45
6456,9845,0.0,0,African-American,Male,Greater than 45
6457,9846,0.0,1,Caucasian,Male,25 - 45
6458,9847,1.0,1,African-American,Female,Greater than 45
6459,9851,0.0,1,Caucasian,Male,Greater than 45
6460,9852,1.0,1,African-American,Male,Less than 25
6461,9853,1.0,1,Hispanic,Male,Greater than 45
6462,9854,0.0,1,African-American,Male,Greater than 45
6463,9855,0.0,0,Caucasian,Male,Greater than 45
6464,9856,1.0,0,African-American,Male,25 - 45
6465,9857,1.0,1,African-American,Male,Less than 25
6466,9858,0.0,0,Hispanic,Male,25 - 45
6467,9861,0.0,0,Hispanic,Male,25 - 45
6468,9862,1.0,0,Hispanic,Male,25 - 45
6469,9864,0.0,1,Caucasian,Male,25 - 45
6470,9865,0.0,1,African-American,Male,25 - 45
6471,9867,0.0,0,Caucasian,Male,25 - 45
6472,9868,1.0,0,Hispanic,Male,25 - 45
6473,9869,1.0,0,African-American,Male,Greater than 45
6474,9871,1.0,0,Caucasian,Male,25 - 45
6475,9872,1.0,1,African-American,Male,Greater than 45
6476,9875,0.0,1,African-American,Male,25 - 45
6477,9877,1.0,1,Caucasian,Male,Less than 25
6478,9879,0.0,1,African-American,Male,Greater than 45
6479,9880,0.0,0,African-American,Female,Greater than 45
6480,9881,1.0,1,Caucasian,Female,Greater than 45
6481,9883,0.0,1,African-American,Female,25 - 45
6482,9885,1.0,0,African-American,Female,Less than 25
6483,9886,0.0,0,Hispanic,Male,25 - 45
6484,9888,0.0,0,African-American,Male,25 - 45
6485,9889,1.0,0,Caucasian,Male,25 - 45
6486,9890,0.0,0,Caucasian,Male,25 - 45
6487,9891,0.0,0,Caucasian,Female,25 - 45
6488,9892,1.0,1,African-American,Male,25 - 45
6489,9894,1.0,1,African-American,Female,25 - 45
6490,9898,1.0,1,Caucasian,Male,Greater than 45
6491,9899,0.0,0,African-American,Female,25 - 45
6492,9900,1.0,0,Hispanic,Male,25 - 45
6493,9902,0.0,1,African-American,Female,25 - 45
6494,9903,1.0,1,Hispanic,Male,25 - 45
6495,9904,1.0,1,Caucasian,Male,25 - 45
6496,9905,1.0,1,African-American,Male,Less than 25
6497,9906,0.0,0,Hispanic,Male,25 - 45
6498,9907,1.0,1,Caucasian,Male,Greater than 45
6499,9908,1.0,1,African-American,Male,Less than 25
6500,9909,1.0,1,African-American,Male,25 - 45
6501,9910,1.0,1,African-American,Male,Less than 25
6502,9912,1.0,0,Hispanic,Female,25 - 45
6503,9914,0.0,1,Hispanic,Male,Less than 25
6504,9915,0.0,0,Hispanic,Male,25 - 45
6505,9917,0.0,0,African-American,Female,25 - 45
6506,9918,1.0,0,Caucasian,Male,25 - 45
6507,9919,0.0,0,Caucasian,Female,25 - 45
6508,9920,0.0,1,African-American,Female,Greater than 45
6509,9921,1.0,0,African-American,Male,25 - 45
6510,9922,0.0,0,African-American,Female,25 - 45
6511,9923,1.0,1,Caucasian,Male,25 - 45
6512,9924,0.0,1,Caucasian,Male,25 - 45
6513,9926,1.0,1,Caucasian,Male,25 - 45
6514,9931,0.0,0,African-American,Male,Greater than 45
6515,9933,1.0,1,African-American,Male,25 - 45
6516,9934,1.0,1,African-American,Male,25 - 45
6517,9935,1.0,1,Hispanic,Male,Less than 25
6518,9937,0.0,1,African-American,Male,Greater than 45
6519,9939,0.0,0,Hispanic,Male,Greater than 45
6520,9940,1.0,1,African-American,Male,25 - 45
6521,9941,0.0,1,Hispanic,Male,25 - 45
6522,9942,0.0,0,Hispanic,Male,Greater than 45
6523,9944,0.0,1,Caucasian,Male,25 - 45
6524,9945,0.0,1,Asian,Male,Less than 25
6525,9948,1.0,0,African-American,Male,25 - 45
6526,9949,0.0,0,Hispanic,Male,Greater than 45
6527,9951,0.0,0,Hispanic,Male,25 - 45
6528,9952,0.0,0,Caucasian,Male,25 - 45
6529,9953,0.0,1,Caucasian,Male,Less than 25
6530,9955,0.0,0,African-American,Male,25 - 45
6531,9956,0.0,1,Caucasian,Male,Greater than 45
6532,9959,1.0,0,African-American,Female,Less than 25
6533,9960,0.0,0,Hispanic,Female,25 - 45
6534,9963,1.0,0,African-American,Male,Less than 25
6535,9965,0.0,0,Caucasian,Male,Less than 25
6536,9966,1.0,1,African-American,Female,Greater than 45
6537,9968,1.0,1,African-American,Female,25 - 45
6538,9969,1.0,1,Caucasian,Male,Greater than 45
6539,9970,1.0,1,African-American,Male,25 - 45
6540,9971,0.0,0,Caucasian,Female,Greater than 45
6541,9972,0.0,0,African-American,Female,Less than 25
6542,9973,1.0,1,African-American,Male,Less than 25
6543,9977,1.0,1,African-American,Male,25 - 45
6544,9979,0.0,0,Caucasian,Female,25 - 45
6545,9980,1.0,1,African-American,Female,25 - 45
6546,9981,1.0,1,Caucasian,Male,Less than 25
6547,9983,0.0,1,African-American,Male,Less than 25
6548,9984,1.0,0,African-American,Male,Less than 25
6549,9985,0.0,0,Caucasian,Male,25 - 45
6550,9987,0.0,1,African-American,Female,Less than 25
6551,9988,0.0,0,Caucasian,Female,25 - 45
6552,9989,1.0,1,African-American,Male,Less than 25
6553,9991,0.0,0,Hispanic,Male,Less than 25
6554,9996,0.0,1,Hispanic,Female,25 - 45
6555,9997,0.0,0,Caucasian,Male,Less than 25
6556,10004,1.0,0,African-American,Male,25 - 45
6557,10006,1.0,1,Caucasian,Male,Less than 25
6558,10007,1.0,0,African-American,Female,Less than 25
6559,10008,0.0,1,Caucasian,Male,25 - 45
6560,10009,1.0,1,African-American,Male,25 - 45
6561,10010,1.0,1,African-American,Male,Less than 25
6562,10011,0.0,1,African-American,Female,Greater than 45
6563,10012,1.0,1,African-American,Female,Less than 25
6564,10013,0.0,1,Caucasian,Male,Greater than 45
6565,10015,0.0,1,African-American,Male,25 - 45
6566,10017,0.0,1,African-American,Male,Less than 25
6567,10018,1.0,0,African-American,Female,Less than 25
6568,10019,1.0,1,Caucasian,Male,Less than 25
6569,10020,0.0,0,African-American,Male,25 - 45
6570,10021,0.0,0,Caucasian,Male,Less than 25
6571,10022,1.0,1,African-American,Male,25 - 45
6572,10025,0.0,1,Caucasian,Male,Less than 25
6573,10027,1.0,0,African-American,Female,Greater than 45
6574,10028,1.0,0,African-American,Male,Greater than 45
6575,10029,0.0,0,Caucasian,Male,Greater than 45
6576,10032,0.0,1,Caucasian,Male,25 - 45
6577,10033,1.0,1,African-American,Female,25 - 45
6578,10035,1.0,0,African-American,Male,Greater than 45
6579,10036,0.0,1,African-American,Male,25 - 45
6580,10037,0.0,1,African-American,Male,Greater than 45
6581,10039,1.0,1,African-American,Male,Greater than 45
6582,10040,0.0,1,African-American,Female,Greater than 45
6583,10042,1.0,1,Caucasian,Male,25 - 45
6584,10043,0.0,0,Asian,Female,Greater than 45
6585,10044,0.0,1,Hispanic,Male,25 - 45
6586,10045,1.0,1,Caucasian,Male,Less than 25
6587,10046,1.0,1,Caucasian,Male,Less than 25
6588,10047,0.0,0,Caucasian,Male,Greater than 45
6589,10048,1.0,1,Hispanic,Male,25 - 45
6590,10050,0.0,0,African-American,Female,25 - 45
6591,10051,1.0,1,Caucasian,Male,25 - 45
6592,10052,1.0,0,African-American,Male,25 - 45
6593,10054,1.0,0,African-American,Male,Greater than 45
6594,10055,1.0,0,African-American,Male,25 - 45
6595,10056,0.0,0,African-American,Male,25 - 45
6596,10057,1.0,0,African-American,Male,25 - 45
6597,10058,1.0,0,Caucasian,Male,Greater than 45
6598,10059,1.0,0,African-American,Female,25 - 45
6599,10061,0.0,0,Caucasian,Male,25 - 45
6600,10062,1.0,1,African-American,Female,25 - 45
6601,10064,0.0,0,African-American,Male,Greater than 45
6602,10065,0.0,0,Caucasian,Male,25 - 45
6603,10066,1.0,0,African-American,Male,Greater than 45
6604,10068,0.0,0,Hispanic,Male,Less than 25
6605,10069,0.0,0,Hispanic,Female,25 - 45
6606,10071,0.0,0,Hispanic,Female,25 - 45
6607,10072,0.0,1,Caucasian,Male,25 - 45
6608,10073,0.0,0,African-American,Female,25 - 45
6609,10076,0.0,0,African-American,Male,Less than 25
6610,10077,1.0,0,African-American,Male,25 - 45
6611,10078,0.0,1,Hispanic,Male,25 - 45
6612,10079,0.0,1,Hispanic,Female,25 - 45
6613,10081,1.0,1,Caucasian,Male,Less than 25
6614,10083,0.0,0,Caucasian,Male,25 - 45
6615,10084,1.0,0,Asian,Male,Greater than 45
6616,10086,0.0,1,African-American,Female,25 - 45
6617,10087,0.0,1,Hispanic,Male,Greater than 45
6618,10088,0.0,0,African-American,Female,25 - 45
6619,10091,1.0,1,Caucasian,Male,25 - 45
6620,10092,0.0,1,African-American,Female,Greater than 45
6621,10094,0.0,0,Hispanic,Male,Less than 25
